index,avg_pcc,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,scam,username,age,gender,location,ethnicity,occupation,marital_status,children,religion,sexual_orientation,sex,description,age_bin,description_set,description_stem,description_stem_set
51527,21766.10401797072,51527,51528,610,1,minniejeffrey11,33.0,female,,white,self employed,single,want children,christian,straight,female,"i am very understanding, open minded with a heart of forgiving, loving and caring with sense of humor, funny, hard working with cheerful character, honest, sincere, kind, warm and intelligent, and an excellent cook.
",31-40,"{'kind', 'minded', 'excellent', 'cook', 'caring', 'working', 'intelligent', 'sense', 'sincere', 'open', 'hard', 'warm', 'cheerful', 'forgiving', 'loving', 'heart', 'understanding', 'character', 'humor', 'funny', 'honest'}",understand open mind heart forgiv love care sens humor funni hard work cheer charact honest sincer kind warm intellig excel cook,"{'cheer', 'kind', 'cook', 'understand', 'mind', 'work', 'sens', 'charact', 'love', 'funni', 'intellig', 'excel', 'forgiv', 'open', 'hard', 'warm', 'sincer', 'heart', 'care', 'humor', 'honest'}"
56848,21726.70986589821,56848,52672,1804,1,carinej,41.0,female,"new york, or utah, or north carolina, or california, or washington, united states",white,"antiques,",widowed,,,,female,"lovely and caring with good sense of humor, responsible and decent woman
description as a male:
am a reliable & hard working man of good sense of humor. decent & responsible,ambitious man.
       
",41-50,"{'lovely', 'ambitious', 'humor', 'description', 'male', 'hard', 'caring', 'sense', 'decent', 'man', 'good', 'reliable', 'working', 'responsible', 'woman'}",love care good sens humor respons decent woman descript male reliabl hard work man good sens humor decent respons ambiti man,"{'reliabl', 'ambiti', 'respons', 'care', 'humor', 'male', 'hard', 'work', 'man', 'decent', 'sens', 'good', 'descript', 'love', 'woman'}"
56849,21726.70986589821,56849,52672,1804,1,carinej,41.0,female,"new york, or utah, or north carolina, or california, or washington, united states",white,civil engineering,widowed,,,,female,"lovely and caring with good sense of humor, responsible and decent woman
description as a male:
am a reliable & hard working man of good sense of humor. decent & responsible,ambitious man.
       
",41-50,"{'lovely', 'ambitious', 'humor', 'description', 'male', 'hard', 'caring', 'sense', 'decent', 'man', 'good', 'reliable', 'working', 'responsible', 'woman'}",love care good sens humor respons decent woman descript male reliabl hard work man good sens humor decent respons ambiti man,"{'reliabl', 'ambiti', 'respons', 'care', 'humor', 'male', 'hard', 'work', 'man', 'decent', 'sens', 'good', 'descript', 'love', 'woman'}"
55093,21717.39271551864,55093,55135,1652,1,cooldavidson33,58.0,male,"new york, united states",,military,single,,,,male,"i am a healthy, fit, open minded, and optimistic man that smiles and laughs as often as possible. i enjoy conversations that have depth, meeting new people, occasionally dancing the night away, and staying home while watching a good movie. i consider family and friends to be but a single family and i love them dearly. i hope to travel more when time permits, have deeper understandings of people, cultures, and of course myself. it’s important to continue to better myself everyday.
i’m a passionate sports fan that enjoys a cold beer just as much as a good red wine, must be the italian in me ;-). oh yeah, i also like food which includes cooking on the grill. i study philosophy, history, enjoy singing a good song and spending time in nature when the temperature outside isn’t as hot as the surface of the sun.
some would say that i’m a good listener and am always interested in learning more about people. being affectionate and compassionate are important aspects of myself and yes, that includes cuddling
message:
hi darling, it my pleasure meeting you here, i am looking for serious relationship. please contact me on my private or send me your mail address, thanks.
 
",51-60,"{'watching', 'cuddling', 'travel', 'love', 'includes', 'mail', 'history', 'movie', 'enjoy', 'private', 'occasionally', 'staying', 'laughs', 'possible', 'important', 'must', 'course', 'hope', 'night', 'fan', 'darling', 'continue', 'away', 'listener', 'send', 'better', 'also', 'learning', 'contact', 'healthy', 'song', 'minded', 'always', 'understandings', 'looking', 'relationship', 'serious', 'man', 'italian', 'open', 'permits', 'sports', 'hi', 'single', 'surface', 'aspects', 'people', 'oh', 'pleasure', 'message', 'depth', 'philosophy', 'red', 'time', 'compassionate', 'conversations', 'singing', 'say', 'dancing', 'thanks', 'affectionate', 'good', 'food', 'hot', 'outside', 'grill', 'please', 'home', 'spending', 'optimistic', 'beer', 'address', 'fit', 'enjoys', 'new', 'sun', 'friends', 'would', 'often', 'interested', 'wine', 'cold', 'everyday', 'consider', 'meeting', 'family', 'nature', 'deeper', 'yeah', 'cultures', 'temperature', 'like', 'smiles', 'yes', 'cooking', 'much', 'dearly', 'study', 'passionate'}",healthi fit open mind optimist man smile laugh often possibl enjoy convers depth meet new peopl occasion danc night away stay home watch good movi consid famili friend singl famili love dearli hope travel time permit deeper understand peopl cultur cours import continu better everyday passion sport fan enjoy cold beer much good red wine must italian oh yeah also like food includ cook grill studi philosophi histori enjoy sing good song spend time natur temperatur outsid hot surfac sun would say good listen alway interest learn peopl affection compassion import aspect ye includ cuddl messag hi darl pleasur meet look seriou relationship pleas contact privat send mail address thank,"{'sing', 'mind', 'travel', 'love', 'learn', 'mail', 'pleasur', 'enjoy', 'studi', 'stay', 'privat', 'outsid', 'ye', 'permit', 'consid', 'surfac', 'must', 'hope', 'night', 'continu', 'watch', 'fan', 'singl', 'away', 'send', 'better', 'also', 'messag', 'optimist', 'contact', 'song', 'look', 'understand', 'seriou', 'alway', 'spend', 'cultur', 'thank', 'sport', 'natur', 'danc', 'temperatur', 'relationship', 'compassion', 'man', 'affection', 'italian', 'open', 'hi', 'possibl', 'dearli', 'oh', 'depth', 'listen', 'cook', 'darl', 'red', 'pleas', 'meet', 'time', 'say', 'good', 'convers', 'food', 'hot', 'grill', 'cours', 'passion', 'home', 'aspect', 'famili', 'includ', 'beer', 'address', 'cuddl', 'fit', 'friend', 'new', 'occasion', 'sun', 'laugh', 'would', 'often', 'wine', 'cold', 'histori', 'movi', 'import', 'everyday', 'deeper', 'yeah', 'like', 'smile', 'philosophi', 'interest', 'much', 'peopl', 'healthi'}"
51098,21717.37457826084,51098,51099,180,1,heather055,31.0,female,"new york, united states",,nurse,single,no children,christian,straight,female,"i consider myself to be a happy person, responsible and punctual. i like helping others, i like to laugh at myself and not take things too seriously. i have a strong character, but soft and calm, i always try to avoid arguments and conflicts, i prefer to be in harmony and peace. i am pretty energetic and active, and even though i like home, i also enjoy outdoors a lot.
",31-40,"{'happy', 'always', 'peace', 'laugh', 'take', 'arguments', 'even', 'avoid', 'outdoors', 'strong', 'consider', 'things', 'soft', 'punctual', 'calm', 'enjoy', 'lot', 'helping', 'energetic', 'though', 'prefer', 'person', 'pretty', 'seriously', 'like', 'conflicts', 'home', 'try', 'character', 'others', 'active', 'also', 'harmony', 'responsible'}",consid happi person respons punctual like help other like laugh take thing serious strong charact soft calm alway tri avoid argument conflict prefer harmoni peac pretti energet activ even though like home also enjoy outdoor lot,"{'other', 'pretti', 'help', 'laugh', 'happi', 'charact', 'alway', 'take', 'argument', 'even', 'avoid', 'serious', 'strong', 'soft', 'punctual', 'calm', 'enjoy', 'lot', 'energet', 'respons', 'prefer', 'harmoni', 'though', 'person', 'peac', 'thing', 'like', 'consid', 'home', 'tri', 'activ', 'conflict', 'also', 'outdoor'}"
56931,21716.6318432552,56931,55395,1912,1,mcclean54,56.0,male,"houston, texas, or louisville, kentucky, united states",white,engineer,divorced,,,,male,"i am an active man, i love literature, art, science, culture, history, writing. i like different cultures.
",51-60,"{'history', 'cultures', 'literature', 'culture', 'writing', 'science', 'active', 'man', 'like', 'different', 'art', 'love'}",activ man love literatur art scienc cultur histori write like differ cultur,"{'activ', 'histori', 'differ', 'cultur', 'man', 'literatur', 'write', 'like', 'art', 'scienc', 'love'}"
56932,21716.6318432552,56932,55395,1912,1,mcclean54,56.0,male,"houston, texas, or louisville, kentucky, united states",white,gold mines,divorced,,,,male,"i am an active man, i love literature, art, science, culture, history, writing. i like different cultures.
",51-60,"{'history', 'cultures', 'literature', 'culture', 'writing', 'science', 'active', 'man', 'like', 'different', 'art', 'love'}",activ man love literatur art scienc cultur histori write like differ cultur,"{'activ', 'histori', 'differ', 'cultur', 'man', 'literatur', 'write', 'like', 'art', 'scienc', 'love'}"
52599,21688.52326580409,52599,52607,1738,1,misscaring,21.0,female,"oslo, norway, or london, united kingdom",white,student,single,,,,female,"i am easy-going, honest, caring, responsible, romantic and enjoy simple life. i enjoy travelling, scuba diving, reading, movies, cooking, listening (jazz) music. i i’m a calm, caring, patient, simple person with a lot of love to share. i’m of smart appearance and romantic in nature and charming eyes..
message:
my name is josephine james, i’m single , i live alone . i’m 5’8 ft tall i’m here to meet a serious man who is ready to keep a serious relationship with me. i know its hard to find a serious man on internet, ibelieve dream come through with one mind. i need reliable person who is honest. i am looking for the right man for me who is sincere, loyal, fun loving and straight forward. i’m kind,respectful of others and i always try to play fair. i’m not perfect and am not looking for perfection.i would like to find a happy person who is comfortable with himself. get back to me (josephine2111james@yahoo.com)and i will reply you with my picture. hope to read from you soon
miss princess josephine

",21-30,"{'happy', 'james', 'mind', 'ft', 'love', 'fun', 'one', 'fair', 'josephine2111james', 'get', 'dream', 'forward', 'calm', 'sincere', 'enjoy', 'charming', 'princess', 'easygoing', 'person', 'smart', 'ibelieve', 'name', 'hope', 'romantic', 'keep', 'others', 'internet', 'loving', 'responsible', 'always', 'life', 'miss', 'reading', 'looking', 'relationship', 'serious', 'man', 'picture', 'patient', 'live', 'music', 'single', 'back', 'message', 'play', 'perfect', 'loyal', 'simple', 'movies', 'kind', 'caring', 'tall', 'meet', 'need', 'reliable', 'ready', 'straight', 'share', 'listening', 'yahoocom', 'find', 'try', 'appearance', 'alone', 'soon', 'honest', 'scuba', 'respectful', 'would', 'eyes', '5', 'perfectioni', 'josephine', '8', 'nature', 'lot', 'right', 'know', 'hard', 'comfortable', 'come', 'like', 'travelling', 'diving', 'jazz', 'read', 'cooking', 'reply'}",easygo honest care respons romant enjoy simpl life enjoy travel scuba dive read movi cook listen jazz music calm care patient simpl person lot love share smart appear romant natur charm eye messag name josephin jame singl live alon 5 8 ft tall meet seriou man readi keep seriou relationship know hard find seriou man internet ibeliev dream come one mind need reliabl person honest look right man sincer loyal fun love straight forward kind respect other alway tri play fair perfect look perfectioni would like find happi person comfort get back josephine2111jam yahoocom repli pictur hope read soon miss princess josephin,"{'dive', 'mind', 'travel', 'ft', 'love', 'fun', 'one', 'fair', 'alon', 'dream', 'get', 'pictur', 'forward', 'calm', 'enjoy', 'princess', 'eye', 'person', 'smart', 'name', 'hope', 'keep', 'josephine2111jam', 'reliabl', 'singl', 'care', 'messag', 'internet', 'josephin', 'life', 'look', 'miss', 'seriou', 'alway', 'natur', 'relationship', 'man', 'patient', 'romant', 'live', 'respons', 'appear', 'music', 'back', 'play', 'perfect', 'loyal', 'listen', 'kind', 'cook', 'tall', 'meet', 'need', 'straight', 'share', 'yahoocom', 'easygo', 'charm', 'tri', 'find', 'soon', 'readi', 'honest', 'scuba', 'other', 'would', 'happi', '5', 'perfectioni', 'respect', 'movi', 'simpl', '8', 'lot', 'right', 'know', 'hard', 'come', 'like', 'sincer', 'jazz', 'read', 'comfort', 'jame', 'repli', 'ibeliev'}"
56291,21688.47445475237,56291,56364,2882,1,usmilitan52,53.0,male,"los angeles, california, united states",,military,single,,,,male,"i’m passionate about life, social justice, nature, god fearing. broad-minded, well-educated and informed, intellectually curious, articulate. i consider myself a man of good moral character, sincere and warm, compassionate and romantic. fun-loving, very energetic, emotionally and financially stable, loving, supportive, loyal, communicative, i’m attractive, and have a good sense of humor. independent, responsible, professional. introspective, thoughtful, caring. i enjoy most music, especially blues. theatre, movies, reading, gardening,friendly, open. love to walk, bike, dance, read, cook, , travel, go to movies, theater, lectures, concerts, and poetry readings. am mechanically and directionally challenged. healthy and fit, laughter and smiles are important to me.
message:
good day ,
how are you doing?i hope all is well with you am new member on the site just checking up profiles as i come across your interesting profile which caught my attention and it could be such a great pleasure to get to know more about you….well this my first time dating online i was introduce by a friend and wanted to try my luck if i can also find my mate i don’t really like the idea of dating online but taking this opportunity because of my job…i think you may be worried about me not posting a picture it has not been approved yet as a new member but i can share them with you when we open conversation if you are interested we can exchange emails and get to know more about each other.mine is sgt.caraminia55@yahoo.com
have a bless day and hope to hear back from you.
tom
",51-60,"{'justice', 'yet', 'profile', 'taking', 'great', 'travel', 'love', 'moral', 'member', 'across', 'attractive', 'get', 'exchange', 'sincere', 'enjoy', 'tom', 'idea', 'poetry', 'curious', 'important', 'could', 'financially', 'thoughtful', 'romantic', 'hope', 'interesting', 'also', 'laughter', 'emotionally', 'loving', 'responsible', 'healthy', 'opportunity', 'really', 'day', 'life', 'approved', 'sgtcaraminia55', 'emails', 'reading', 'readings', 'othermine', 'conversation', 'man', 'sense', 'picture', 'god', 'think', 'open', 'bless', 'music', 'caught', 'warm', 'attention', 'fearing', 'back', 'broadminded', 'theatre', 'pleasure', 'message', 'loyal', 'movies', 'independent', 'walk', 'cook', 'checking', 'blues', 'caring', 'informed', 'time', 'bike', 'theater', 'compassionate', 'worried', 'social', 'site', 'youwell', 'good', 'luck', 'share', 'challenged', 'posting', 'dance', 'yahoocom', 'try', 'find', 'go', 'friendly', 'professional', 'humor', 'may', 'mate', 'fit', 'friend', 'new', 'introduce', 'welleducated', 'communicative', 'jobi', 'stable', 'introspective', 'directionally', 'profiles', 'interested', 'online', 'lectures', 'supportive', 'consider', 'nature', 'energetic', 'first', 'funloving', 'concerts', 'know', 'intellectually', 'dating', 'hear', 'come', 'like', 'articulate', 'well', 'smiles', 'wanted', 'read', 'gardening', 'mechanically', 'character', 'especially', 'passionate'}",passion life social justic natur god fear broadmind welleduc inform intellectu curiou articul consid man good moral charact sincer warm compassion romant funlov energet emot financi stabl love support loyal commun attract good sens humor independ respons profession introspect thought care enjoy music especi blue theatr movi read garden friendli open love walk bike danc read cook travel go movi theater lectur concert poetri read mechan direct challeng healthi fit laughter smile import messag good day hope well new member site check profil come across interest profil caught attent could great pleasur get know youwel first time date onlin introduc friend want tri luck also find mate realli like idea date onlin take opportun jobi think may worri post pictur approv yet new member share open convers interest exchang email get know othermin sgtcaraminia55 yahoocom bless day hope hear back tom,"{'yet', 'concert', 'exchang', 'great', 'sens', 'thought', 'travel', 'love', 'moral', 'member', 'across', 'intellectu', 'poetri', 'pleasur', 'get', 'want', 'pictur', 'email', 'articul', 'enjoy', 'attent', 'tom', 'idea', 'commun', 'consid', 'could', 'hope', 'independ', 'especi', 'garden', 'care', 'messag', 'also', 'laughter', 'day', 'life', 'sgtcaraminia55', 'profession', 'take', 'natur', 'danc', 'introspect', 'compassion', 'man', 'god', 'think', 'romant', 'respons', 'open', 'bless', 'music', 'caught', 'warm', 'blue', 'onlin', 'back', 'loyal', 'attract', 'walk', 'cook', 'charact', 'mechan', 'post', 'time', 'bike', 'theater', 'social', 'site', 'fear', 'inform', 'good', 'introduc', 'luck', 'convers', 'financi', 'energet', 'passion', 'emot', 'share', 'lectur', 'yahoocom', 'tri', 'direct', 'find', 'go', 'worri', 'humor', 'funlov', 'may', 'mate', 'fit', 'friend', 'new', 'profil', 'jobi', 'stabl', 'challeng', 'broadmind', 'support', 'movi', 'import', 'youwel', 'opportun', 'friendli', 'justic', 'first', 'know', 'realli', 'hear', 'come', 'like', 'smile', 'othermin', 'well', 'check', 'sincer', 'welleduc', 'date', 'read', 'interest', 'curiou', 'healthi', 'theatr', 'approv'}"
52420,21688.46363051282,52420,52425,1555,1,abigail12,29.0,female,"los angeles, california, united states",black,nurse,divorced,,,,female,"i’m kind, active, responsive, sociable, cheerful and a devoted lady.
",21-30,"{'lady', 'responsive', 'kind', 'devoted', 'active', 'sociable', 'cheerful'}",kind activ respons sociabl cheer devot ladi,"{'activ', 'cheer', 'kind', 'respons', 'ladi', 'devot', 'sociabl'}"
51691,21688.46359490944,51691,51693,820,1,ambrosiaab,33.0,female,,white,let love together,single,no children,other,straight,female,"i’m active, cheerful, self-developing, attentive, kind and a purposeful lady.
",31-40,"{'lady', 'selfdeveloping', 'kind', 'attentive', 'active', 'purposeful', 'cheerful'}",activ cheer selfdevelop attent kind purpos ladi,"{'activ', 'cheer', 'kind', 'purpos', 'ladi', 'selfdevelop', 'attent'}"
53815,21688.45627573635,53815,53833,305,1,donaaaa,54.0,male,"new york, ny, usa",white,self employed,single,no children,christian,straight,male,"i am easy going, calm, independent, loving, jovial.
",51-60,"{'easy', 'going', 'calm', 'loving', 'jovial', 'independent'}",easi go calm independ love jovial,"{'go', 'easi', 'calm', 'jovial', 'love', 'independ'}"
